Writer	Rate	Date	Contents
Farm chao	5	November 9, 2020	Fun fun game
BRO GAMING	1	November 9, 2020	Is this game offline or online??
Leona Kirkland	5	November 9, 2020	It's relaxing and fun and it's a cool game.
Luanne Anderson	5	November 9, 2020	I love dragons. So I love the game
revathi ashok kumar	5	November 9, 2020	It
Julie Carlson	5	November 9, 2020	I love this game.
Michelle R W	5	November 9, 2020	Its a fun and exciting game. Keeps you busy with different things to do, so you can get further along in the game. 5 stars.
Bec Haupt	1	November 9, 2020	Does not work with s-pen on Samsung Galaxy Note 10+
Kalen Johnson	5	November 9, 2020	Dragon games are fun
donkey noob	5	November 9, 2020	Is so fun
Tabatha Elrod	5	November 9, 2020	Fun with dragons
Judy Cory	5	November 9, 2020	Lots to do
Verly's Gaming Life	5	November 9, 2020	I have to admit I just started playing this, but I love exploring games and adding a bit of merging dragons to it was a nice touch. They are also really cute. which is also a big plus.
Abby Sternberg	5	November 9, 2020	Cute
Neat Mccray	5	November 9, 2020	Fun and easy to manage
Sarah Christie	5	November 10, 2020	Love this game so addictive. Give plenty of energy and lots to keep you occupied.
Leonard Weaver	5	November 10, 2020	Fun game
Ann Benson	1	November 10, 2020	Can not get this game to even open!!
Kat Anderson	4	November 10, 2020	I like it but it can take too long to hey energy to do anything. It's not worth buying any because it's to over priced for too little. But the game is fun.
Taneka Blake	5	November 10, 2020	Awesomeness
Letty Cantu	5	November 10, 2020	Loving it. Great game
Amanda Carter	1	November 10, 2020	It's boring
Haley Smith	5	November 10, 2020	I loved it
tina drakeford	5	November 10, 2020	Love this game
christy carter	5	November 10, 2020	Love and very good experience
fee's place	5	November 10, 2020	Wish I could upgrade faster! Otherwise great
Joanne Martinez	5	November 10, 2020	Fun
Yvon E Dumais	5	November 10, 2020	Awsome game.. Warning... Very addictive.
EightBlueEyes	1	November 10, 2020	The energy system is a joke. I am deleting because I just can't get anywhere.
Andy Knight	5	November 10, 2020	Great
Danny Brininger	5	November 10, 2020	Very good game
Charlene Bennett	5	November 10, 2020	Love playing very relaxing and fun thanks for a great game!!
Lyn Clark	5	November 10, 2020	😁
Dea Malone	5	November 10, 2020	Fun game
Helen Baker	5	November 10, 2020	A very neat coolest game to play
Terri Olinger	5	November 10, 2020	Cute game I like it. It is relaxing to play.
A Google user	5	November 10, 2020	Great and fun
Nona Tan	5	November 10, 2020	really cute and easy to play ..love its
Sana Sana	5	November 10, 2020	Tfine game
MaryAnn Griffin	5	November 10, 2020	Very Fun game, good storyline
Roberta Markou	4	November 10, 2020	Amazing game but very slow when switching to and from the different islands
Ladie Leonard	5	November 10, 2020	Love it
Celisa Stratton	5	November 11, 2020	It works! And it's a cute game to pass the time!
Rose Geil	2	November 11, 2020	I wish there were more ways to aquire energy. At this point I can only play the game for about 1 minute at a time, unless I just want to grind on production **Edit after response The solutions you suggest add maybe 30 seconds of game play.
Victoria McCaffrey	5	November 11, 2020	i really enjoy this game
Tiffany Harris	5	November 11, 2020	I freaking love this game. It's time well spent waiting in suspense. Not going to lie your gonna spend money too. Not required but just saying its addictive <3
Richard Glade	5	November 11, 2020	Great game for me and more update and features 👍👍👍😀😀😀😁😁😁😄😄😄
Tawnya Sanders	2	November 11, 2020	Cute game but it gets ridiculous with how little energy you receive as opposed to how much you spend. The only way to enjoy the game is obviously to spend real money. Uninstalling. I am sick and tired of being nickle and dimed to death by everything these days.
Kimberly Mclean	5	November 11, 2020	Keeps you busy I enjoy playing the game.
Toby Hagberg	5	November 11, 2020	Love it 🙏🔥❤️
SANDY SEITZ	5	November 11, 2020	I have been looking for a game like for so,e time now
Donna Fox	5	November 11, 2020	Fun and relaxing.
Tracie Curry	5	November 11, 2020	I just started. Fun so far. Gave it 5 stars for the first half an hour.
Amber Edwards	5	November 11, 2020	Iloveit
Sharon Ferry	4	November 11, 2020	too Hard to gain energy....too hard to find things....but fun to try!
Shirley Ward	4	November 11, 2020	Good game
Mandi D.	5	November 11, 2020	Good game easy to play
Joan T	1	November 11, 2020	Dont like it. Bored playing the game
Donna Monahan	5	November 11, 2020	Love it
Jennifer Grissom	5	November 11, 2020	I love this app
Michael Simmons	5	November 11, 2020	Fun to play
theresa rider	5	November 11, 2020	Good game
Moh Lay	5	November 11, 2020	Good
A Google user	5	November 11, 2020	So much fun!
Nicolette Reed	1	November 11, 2020	Horrible I downloaded the game and tried to open it and it wouldn't open for me to play, it would close before allowing he to play or it would stop working before the loading screen pops on so I uninstalled the game because it's pointless in trying to open the game app to attempt to play.. worthless game if you can't play
Kathy Evans	5	November 11, 2020	I just love this game they are fun to play
anne donaghey	5	November 11, 2020	fun game :-)
Roxanne Halbleib	5	November 11, 2020	How do I get more dragon flower petals without buying them?
kelly ann jones	5	November 11, 2020	Very nice game i am enjoying it very much
SomebodysAutobot	5	November 11, 2020	It's fun! :D I enjoy it.
Synara McBride	5	November 11, 2020	I am going to like this game of the Dragonscapes and it looks so fun to play too...
Rita Layer	5	November 11, 2020	Cool game!
Phyl Hackler	5	November 11, 2020	Love it
Robert Andrea Rodgers	5	November 11, 2020	Like it so far
Mary Rainford	5	November 11, 2020	I love playing game of dragonscapes adventure
deepak koche	5	November 11, 2020	Very nice game
Whitney Fackrell	1	November 11, 2020	Game is very glitchy. Some things wouldn't show up or you couldn't harvest. It would make my phone lag a lot and was just aweful. Fields would disappear and it would take forever to harvest things.
Lavander Beach	2	November 11, 2020	Takes forever
Ivee Hobbs	5	November 11, 2020	Fun game
Aruna Moirangthem	5	November 11, 2020	Good
Satnam Singh	2	November 11, 2020	Eush
Angel Buckel	4	November 11, 2020	Needs to have a way to make more energy
Allyson Smith	5	November 11, 2020	It is fun and very addictive.
thipaw thu	5	November 11, 2020	Good game i likethis game
Pamela Pasqualetti	5	November 11, 2020	Really addictive
Rathoddivyarajsinh6788@gmail.com Divyarajsinh	5	November 11, 2020	Nice game
Mayzin Shinmoe	5	November 11, 2020	Good
Malti Rawat	5	November 11, 2020	Very good
iveta sabova	5	November 11, 2020	vyborna hra
Jessica Berry	5	November 11, 2020	Very fun game, can sit and play this for hours.
Lil Billy	1	November 11, 2020	"Another massive pay to play game, you hit a pay wall early in the game. They are very stingy with resources, you run out real fast, even when you follow the story. I only tried it to get a reward for another game but this game isn't free to play friendly. There are much friendlier games out there like "" family island "", uninstalling"
Ana Liparteliani	5	November 11, 2020	Love it!!! ⭐⭐⭐⭐⭐
Heba Jarrar	5	November 11, 2020	👍👍
Sonja Weaver	5	November 11, 2020	So much fun, always something to do, could use more energy resources, theres a lot to clean up.
carrie selby	5	November 12, 2020	I really love this game
Elitta Ferguson	5	November 12, 2020	Love this game! Cute dragons.
JanEtta Price	5	November 12, 2020	I like playing this game it's fun.
Zekiah Lewis	5	November 12, 2020	Ggh
Jen Gilmore	5	November 12, 2020	Love it so far
bek darr	5	November 12, 2020	Lovely game
loraine normand	1	November 12, 2020	Love the game concept, but not enough play time. To remove objects, energy goes quickly. Replenish energy, takes to long. Also, To long a time to manufacture goods.
Snowwhite Nixon	5	November 12, 2020	Love my dragons they are so adorable
Debbie Dempsey	5	November 12, 2020	Love this game! It combines merging games plus games like Klondike and Farmville 2. Definetly 5 stars from me!
Linda Frizzell	5	November 12, 2020	Love the graphics
Lisa Santos	5	November 12, 2020	Enjoying building a world for my dragons.😊
CAROL CAMP	5	November 12, 2020	I love dragons, so this is the perfect game for me, Thank you for designing this wonderful game
Holly Gambino	1	November 12, 2020	Didnt like game at all
toni cowdery	5	November 12, 2020	Good game. Keeps me going back for more.
remy Luna	5	November 12, 2020	Fun yeeetttt engey trash
Floyd Breneman	1	November 12, 2020	Takes way to long for energy to replenish.. This game would be AWESOME if not for that.
Valaen Gibbs	5	November 12, 2020	Love it
Chris Firchau	1	November 12, 2020	Force closes itself before it can even finish loading
amanda jenschke	5	November 12, 2020	So far its a fun game
Princess Kitty	5	November 12, 2020	Nice game....i like it
Tammy Joe Hunt	5	November 12, 2020	Love this games, I enjoy the adventure and learning about all the dragons
Nicole Leonard	5	November 12, 2020	Love this game!!
Elibazthe Jesus loves Drisdles	4	November 12, 2020	It's ok
Palusa supriya goud Supriya	5	November 12, 2020	Nice
saif Mohamed	5	November 12, 2020	toxoxixi
Cindy Kennedy	5	November 12, 2020	Cute game so far the only thing wish I could get energy faster. The game is really fun and I enjoy playing it.
Myraflor M. Trinidad	5	November 12, 2020	Fun and addicted to play
Donnamarie Duffina	5	November 12, 2020	This game has adventure and surprise's and is just fun.
Marvic Castillo	5	November 12, 2020	Fantastic ♡
Patty Rudolph	5	November 12, 2020	Fun
poonam patel	5	November 12, 2020	Love this game a lot... But the most important thing in this game is its too hard to gather energy and the excellent thing in this game is there is no storage problem...... So if it's possible then please please please make it easy to gather energy.... Because I don't want to lose my interest from this game.... Thank you
minnminn minnminn	5	November 12, 2020	l like it
Almir Hasanbašić	5	November 12, 2020	Amazingly relaxing
Nicola Bolton	2	November 12, 2020	App force closes everytime. Since update it won't let me open the app 🤦I was really enjoying the game up until today 🤦 please fix!!! Edit. I've tried to email you and the email is unable to deliver
